batch ID	stage-G4KkV88J6XG340022vxq916x.tumor_bai	stage-G4KkV88J6XG340022vxq916x.tumor_bam	stage-G4KkV88J6XG340022vxq916x.tumor_bai ID	stage-G4KkV88J6XG340022vxq916x.tumor_bam ID
4762236	4762236_23153_0_0.cram.crai	4762236_23153_0_0.cram	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyqQ8JGGVFJqj13pX3qVxG	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybyqf0JGGV84gBb3kQYGpYj
4762274	4762274_23153_0_0.cram.crai	4762274_23153_0_0.cram	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyK3jJfPXvfQGY3jj1fX48	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyKg0JfPXk3V1V3jZGF4vP
4762290	4762290_23153_0_0.cram.crai	4762290_23153_0_0.cram	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyV68J3G2G9ky93jF7YGfv	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyV68J3G20F8xJ3kB94GY8
4762302	4762302_23153_0_0.cram.crai	4762302_23153_0_0.cram	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf4qYQJx140yB833kVXBfqf	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf4qYQJx14BPb85K6yJ0p1z
4762341	4762341_23153_0_0.cram.crai	4762341_23153_0_0.cram	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx86jJvyFjzFQF3jG6zB3b	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx880JvyFVv92p3jFzg996
4762359	4762359_23153_0_0.cram.crai	4762359_23153_0_0.cram	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf17VjJ79z9XYqQ3jxxKjX5	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf17Y0J79z88X51FVq6V24j
4762364	4762364_23153_0_0.cram.crai	4762364_23153_0_0.cram	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf1PGjJQkFkPxkG3k8v6q8g	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf1PJjJQkFfQX8B3kyz1J41
4762420	4762420_23153_0_0.cram.crai	4762420_23153_0_0.cram	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyby198JVj9xQqfk3jJYVXQX	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyby1FQJVj9bj06Y3jy23X7J
4762443	4762443_23153_0_0.cram.crai	4762443_23153_0_0.cram	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvkgjJZB9qX08fG45vK0fg	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybvkgjJZB9pPb85K6yGzXZ7
4762451	4762451_23153_0_0.cram.crai	4762451_23153_0_0.cram	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyYB8J8kvGXqY33k9G3bq0	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyY80J8kv0yB833kVX9jxk
4762479	4762479_23153_0_0.cram.crai	4762479_23153_0_0.cram	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybz500JbFykg7P43kGQXbJv	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybz518JbFyXQf4v3jQjkxKf
4762492	4762492_23153_0_0.cram.crai	4762492_23153_0_0.cram	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx58jJGkxYy9vZ3kP6jb94	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fybx5KjJGkxQZfJQ3kvV7V04
4762516	4762516_23153_0_0.cram.crai	4762516_23153_0_0.cram	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf1vZjJPbF6X5613kgxGy39	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyf1vb0JPbF6QX8B3kyz1K8y
4762529	4762529_23153_0_0.cram.crai	4762529_23153_0_0.cram	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxkZQJf2kJ9g6y3jJvfBxq	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybxkfQJf2k0zQ6f737bXP6P
4762531	4762531_23153_0_0.cram.crai	4762531_23153_0_0.cram	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyby9p8Jb5xPgyZ03jF797XV	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-Fyby9zjJb5xGXqY33k9G3Z2Z
4762547	4762547_23153_0_0.cram.crai	4762547_23153_0_0.cram	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyQBjJvjpx1vFb3k48gY17	project-G3Yj1vjJ6XG579jbKyjXPGGY:file-FybyQF8JvjpxQqfk3jJYVg9X
